Time,BatteryVoltage (mV),BatteryVoltage (V),BatteryCurrent (mA),BatteryCurrent (A),Temperature (C),RemainingCapacity (mAh),RemainingCapacity (Ah),FullCapacity (mAh),TimeToEmpty (min),TimeToEmpty (hrs),TimeToFull (min),TimeToFull (hrs),SOC (%),SOH (%)
14:34:17,15475,15.475,0,0.0,26.650000000000034,0,0.0,5119,65535,1092.25,65535,1092.25,0,84
14:34:19,15475,15.475,0,0.0,26.650000000000034,0,0.0,5119,65535,1092.25,65535,1092.25,0,84
14:34:21,15475,15.475,0,0.0,26.650000000000034,0,0.0,5119,65535,1092.25,65535,1092.25,0,84
14:34:23,16060,16.06,1656,1.656,26.55000000000001,0,0.0,5113,65535,1092.25,1629,27.15,0,84
14:34:25,16105,16.105,1657,1.657,26.650000000000034,0,0.0,5113,65535,1092.25,838,13.966666666666667,0,84
14:34:27,16135,16.135,1661,1.661,26.650000000000034,0,0.0,5113,65535,1092.25,608,10.133333333333333,0,84
14:34:29,16160,16.16,1663,1.663,26.650000000000034,0,0.0,5113,65535,1092.25,498,8.3,0,84
14:34:31,16185,16.185,1665,1.665,26.750000000000057,0,0.0,5113,65535,1092.25,443,7.383333333333334,0,84
14:34:33,16200,16.2,1665,1.665,26.750000000000057,0,0.0,5113,65535,1092.25,399,6.65,0,84
14:34:35,16220,16.22,1665,1.665,26.850000000000023,0,0.0,5113,65535,1092.25,369,6.15,0,84
14:34:37,16235,16.235,1667,1.667,26.950000000000045,0,0.0,5113,65535,1092.25,347,5.783333333333333,0,84
14:34:39,16255,16.255,1667,1.667,27.05000000000001,0,0.0,5113,65535,1092.25,330,5.5,0,84
14:34:41,16270,16.27,1668,1.668,27.150000000000034,0,0.0,5113,65535,1092.25,317,5.283333333333333,0,84
14:34:43,16290,16.29,1665,1.665,27.250000000000057,0,0.0,5113,65535,1092.25,306,5.1,0,84
14:34:46,16300,16.3,1666,1.666,27.350000000000023,0,0.0,5113,65535,1092.25,298,4.966666666666667,0,84
14:34:48,16315,16.315,1667,1.667,27.450000000000045,0,0.0,5113,65535,1092.25,291,4.85,0,84
14:34:50,16330,16.33,1670,1.67,27.55000000000001,0,0.0,5113,65535,1092.25,285,4.75,0,84
14:34:52,16345,16.345,1671,1.671,27.750000000000057,0,0.0,5113,65535,1092.25,281,4.683333333333334,0,84
14:34:54,16360,16.36,1672,1.672,27.850000000000023,0,0.0,5113,65535,1092.25,277,4.616666666666666,0,84
14:34:56,16375,16.375,1673,1.673,27.950000000000045,0,0.0,5113,65535,1092.25,273,4.55,0,84
14:34:58,16390,16.39,1675,1.675,28.05000000000001,0,0.0,5113,65535,1092.25,270,4.5,0,84
14:35:00,16400,16.4,1673,1.673,28.150000000000034,0,0.0,5113,65535,1092.25,268,4.466666666666667,0,84
14:35:02,16410,16.41,1673,1.673,28.250000000000057,0,0.0,5113,65535,1092.25,266,4.433333333333334,0,84
14:35:04,16425,16.425,1675,1.675,28.350000000000023,0,0.0,5113,65535,1092.25,264,4.4,0,84
14:35:06,16440,16.44,1675,1.675,28.450000000000045,0,0.0,5113,65535,1092.25,262,4.366666666666666,0,84
14:35:08,16450,16.45,1677,1.677,28.55000000000001,0,0.0,5113,65535,1092.25,261,4.35,0,84
14:35:10,16465,16.465,1675,1.675,28.750000000000057,0,0.0,5113,65535,1092.25,260,4.333333333333333,0,84
14:35:12,16475,16.475,1677,1.677,28.750000000000057,0,0.0,5113,65535,1092.25,259,4.316666666666666,0,84
14:35:14,16490,16.49,1677,1.677,28.950000000000045,0,0.0,5113,65535,1092.25,258,4.3,0,84
14:35:16,16500,16.5,1679,1.679,29.05000000000001,0,0.0,5113,65535,1092.25,257,4.283333333333333,0,84
14:35:18,16510,16.51,1679,1.679,29.150000000000034,0,0.0,5113,65535,1092.25,257,4.283333333333333,0,84
14:35:20,16520,16.52,1679,1.679,29.250000000000057,0,0.0,5113,65535,1092.25,256,4.266666666666667,0,84
14:35:22,16530,16.53,1680,1.68,29.350000000000023,0,0.0,5113,65535,1092.25,255,4.25,0,84
14:35:24,16545,16.545,1680,1.68,29.450000000000045,0,0.0,5113,65535,1092.25,255,4.25,0,84
14:35:26,16555,16.555,1682,1.682,29.55000000000001,0,0.0,5113,65535,1092.25,255,4.25,0,84
14:35:28,16565,16.565,1680,1.68,29.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:35:30,16580,16.58,1680,1.68,29.750000000000057,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:35:32,16590,16.59,1682,1.682,29.850000000000023,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:35:34,16600,16.6,1683,1.683,29.950000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:35:36,16605,16.605,1682,1.682,30.05000000000001,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:35:38,16615,16.615,1684,1.684,30.150000000000034,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:35:40,16625,16.625,1683,1.683,30.250000000000057,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:35:42,16635,16.635,1683,1.683,30.350000000000023,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:35:44,16645,16.645,1684,1.684,30.450000000000045,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:35:46,16655,16.655,1684,1.684,30.55000000000001,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:35:48,16665,16.665,1682,1.682,30.55000000000001,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:35:50,16675,16.675,1681,1.681,30.650000000000034,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:35:52,16685,16.685,1682,1.682,30.750000000000057,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:35:54,16695,16.695,1679,1.679,30.850000000000023,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:35:56,16705,16.705,1678,1.678,30.850000000000023,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:35:58,16705,16.705,1678,1.678,30.950000000000045,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:00,16715,16.715,1677,1.677,31.05000000000001,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:02,16725,16.725,1675,1.675,31.05000000000001,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:04,16735,16.735,1675,1.675,31.150000000000034,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:06,16745,16.745,1675,1.675,31.250000000000057,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:08,16750,16.75,1672,1.672,31.350000000000023,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:10,16760,16.76,1671,1.671,31.350000000000023,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:12,16765,16.765,1672,1.672,31.450000000000045,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:14,16775,16.775,1669,1.669,31.55000000000001,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:16,16785,16.785,1669,1.669,31.650000000000034,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:18,16795,16.795,1670,1.67,31.650000000000034,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:20,16800,16.8,1668,1.668,31.750000000000057,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:22,16805,16.805,1667,1.667,31.850000000000023,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:24,16810,16.81,1667,1.667,31.950000000000045,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:26,16820,16.82,1667,1.667,31.950000000000045,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:28,16825,16.825,1665,1.665,32.05000000000001,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:30,16835,16.835,1665,1.665,32.150000000000034,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:32,16840,16.84,1665,1.665,32.150000000000034,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:34,16850,16.85,1663,1.663,32.25000000000006,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:36,16860,16.86,1662,1.662,32.35000000000002,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:38,16865,16.865,1662,1.662,32.35000000000002,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:40,16875,16.875,1661,1.661,32.55000000000001,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:42,16885,16.885,1660,1.66,32.55000000000001,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:44,16890,16.89,1659,1.659,32.650000000000034,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:46,16895,16.895,1658,1.658,32.75000000000006,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:48,16905,16.905,1659,1.659,32.75000000000006,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:50,16905,16.905,1657,1.657,32.85000000000002,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:52,16915,16.915,1657,1.657,32.85000000000002,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:36:54,16920,16.92,1657,1.657,32.950000000000045,0,0.0,5113,65535,1092.25,252,4.2,0,84
14:36:56,16930,16.93,1657,1.657,33.05000000000001,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:36:58,16935,16.935,1654,1.654,33.150000000000034,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:00,16940,16.94,1655,1.655,33.150000000000034,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:02,16945,16.945,1654,1.654,33.25000000000006,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:04,16955,16.955,1653,1.653,33.25000000000006,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:06,16960,16.96,1653,1.653,33.35000000000002,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:08,16970,16.97,1654,1.654,33.35000000000002,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:10,16975,16.975,1652,1.652,33.450000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:12,16980,16.98,1651,1.651,33.450000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:14,16990,16.99,1652,1.652,33.55000000000001,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:16,16995,16.995,1650,1.65,33.55000000000001,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:18,17000,17.0,1650,1.65,33.650000000000034,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:20,17005,17.005,1649,1.649,33.650000000000034,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:23,17010,17.01,1648,1.648,33.75000000000006,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:25,17015,17.015,1646,1.646,33.75000000000006,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:27,17020,17.02,1647,1.647,33.85000000000002,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:29,17025,17.025,1647,1.647,33.950000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:31,17030,17.03,1645,1.645,33.950000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:33,17040,17.04,1645,1.645,33.950000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:35,17045,17.045,1647,1.647,34.05000000000007,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:37,17050,17.05,1645,1.645,34.05000000000007,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:39,17055,17.055,1643,1.643,34.150000000000034,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:41,17065,17.065,1645,1.645,34.150000000000034,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:43,17070,17.07,1643,1.643,34.25000000000006,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:45,17075,17.075,1642,1.642,34.25000000000006,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:47,17080,17.08,1643,1.643,34.35000000000002,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:49,17085,17.085,1643,1.643,34.35000000000002,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:51,17090,17.09,1640,1.64,34.35000000000002,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:53,17095,17.095,1640,1.64,34.450000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:55,17100,17.1,1642,1.642,34.450000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:57,17105,17.105,1640,1.64,34.450000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:37:59,17110,17.11,1638,1.638,34.450000000000045,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:38:01,17115,17.115,1639,1.639,34.55000000000007,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:38:03,17120,17.12,1638,1.638,34.55000000000007,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:38:05,17125,17.125,1637,1.637,34.55000000000007,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:38:07,17130,17.13,1638,1.638,34.650000000000034,0,0.0,5113,65535,1092.25,253,4.216666666666667,0,84
14:38:09,17135,17.135,1638,1.638,34.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:11,17140,17.14,1635,1.635,34.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:13,17145,17.145,1635,1.635,34.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:15,17150,17.15,1636,1.636,34.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:17,17155,17.155,1634,1.634,34.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:19,17160,17.16,1634,1.634,34.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:21,17170,17.17,1635,1.635,34.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:23,17175,17.175,1634,1.634,34.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:25,17180,17.18,1633,1.633,34.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:27,17185,17.185,1633,1.633,34.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:29,17190,17.19,1633,1.633,34.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:31,17195,17.195,1630,1.63,35.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:33,17200,17.2,1631,1.631,35.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:35,17205,17.205,1632,1.632,35.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:37,17210,17.21,1631,1.631,35.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:39,17210,17.21,1630,1.63,35.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:41,17215,17.215,1631,1.631,35.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:43,17220,17.22,1630,1.63,35.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:45,17220,17.22,1629,1.629,35.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:47,17230,17.23,1630,1.63,35.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:49,17230,17.23,1630,1.63,35.35000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:51,17235,17.235,1628,1.628,35.35000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:53,17245,17.245,1628,1.628,35.35000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:55,17245,17.245,1628,1.628,35.450000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:57,17250,17.25,1626,1.626,35.450000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:38:59,17260,17.26,1625,1.625,35.450000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:01,17260,17.26,1626,1.626,35.450000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:03,17265,17.265,1623,1.623,35.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:05,17270,17.27,1624,1.624,35.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:07,17275,17.275,1624,1.624,35.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:09,17280,17.28,1622,1.622,35.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:11,17285,17.285,1622,1.622,35.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:13,17290,17.29,1621,1.621,35.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:15,17290,17.29,1621,1.621,35.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:17,17295,17.295,1620,1.62,35.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:19,17300,17.3,1620,1.62,35.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:21,17305,17.305,1618,1.618,35.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:23,17310,17.31,1620,1.62,35.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:25,17310,17.31,1618,1.618,35.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:27,17310,17.31,1618,1.618,35.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:29,17320,17.32,1618,1.618,35.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:31,17325,17.325,1617,1.617,35.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:33,17325,17.325,1618,1.618,35.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:35,17330,17.33,1617,1.617,35.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:37,17335,17.335,1616,1.616,35.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:39,17335,17.335,1616,1.616,35.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:41,17340,17.34,1617,1.617,36.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:43,17345,17.345,1616,1.616,36.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:45,17350,17.35,1616,1.616,36.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:47,17355,17.355,1616,1.616,36.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:49,17360,17.36,1616,1.616,36.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:51,17360,17.36,1615,1.615,36.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:53,17365,17.365,1615,1.615,36.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:55,17370,17.37,1615,1.615,36.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:39:57,17375,17.375,1615,1.615,36.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:00,17375,17.375,1614,1.614,36.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:02,17380,17.38,1614,1.614,36.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:04,17385,17.385,1613,1.613,36.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:06,17385,17.385,1613,1.613,36.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:08,17390,17.39,1613,1.613,36.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:10,17395,17.395,1613,1.613,36.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:12,17400,17.4,1612,1.612,36.25000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:14,17400,17.4,1611,1.611,36.35000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:16,17405,17.405,1612,1.612,36.35000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:18,17410,17.41,1612,1.612,36.35000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:20,17410,17.41,1610,1.61,36.35000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:22,17410,17.41,1610,1.61,36.35000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:24,17410,17.41,1609,1.609,36.450000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:26,17415,17.415,1611,1.611,36.450000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:28,17420,17.42,1610,1.61,36.450000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:30,17420,17.42,1610,1.61,36.450000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:32,17425,17.425,1609,1.609,36.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:34,17425,17.425,1609,1.609,36.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:36,17430,17.43,1609,1.609,36.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:38,17430,17.43,1609,1.609,36.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:40,17435,17.435,1609,1.609,36.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:42,17435,17.435,1608,1.608,36.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:44,17440,17.44,1608,1.608,36.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:46,17440,17.44,1608,1.608,36.55000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:48,17440,17.44,1607,1.607,36.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:50,17445,17.445,1607,1.607,36.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:52,17445,17.445,1607,1.607,36.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:54,17445,17.445,1606,1.606,36.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:56,17450,17.45,1606,1.606,36.650000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:40:58,17450,17.45,1606,1.606,36.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:00,17450,17.45,1606,1.606,36.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:02,17455,17.455,1606,1.606,36.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:04,17455,17.455,1606,1.606,36.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:06,17455,17.455,1606,1.606,36.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:08,17460,17.46,1606,1.606,36.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:10,17460,17.46,1606,1.606,36.75000000000006,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:12,17460,17.46,1606,1.606,36.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:14,17460,17.46,1606,1.606,36.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:16,17465,17.465,1606,1.606,36.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:18,17465,17.465,1606,1.606,36.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:20,17465,17.465,1606,1.606,36.85000000000002,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:22,17470,17.47,1606,1.606,36.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:24,17470,17.47,1606,1.606,36.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:26,17470,17.47,1606,1.606,36.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:28,17470,17.47,1606,1.606,36.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:30,17470,17.47,1605,1.605,36.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:32,17475,17.475,1606,1.606,36.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:34,17475,17.475,1605,1.605,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:36,17475,17.475,1605,1.605,36.950000000000045,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:38,17475,17.475,1605,1.605,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:40,17475,17.475,1605,1.605,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:42,17480,17.48,1605,1.605,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:44,17480,17.48,1604,1.604,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:46,17480,17.48,1604,1.604,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:48,17480,17.48,1603,1.603,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:50,17480,17.48,1603,1.603,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:52,17480,17.48,1603,1.603,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:54,17480,17.48,1603,1.603,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:56,17485,17.485,1603,1.603,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:41:58,17485,17.485,1603,1.603,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:42:00,17485,17.485,1603,1.603,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:42:02,17485,17.485,1603,1.603,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:42:04,17485,17.485,1603,1.603,37.05000000000007,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:42:06,17490,17.49,1603,1.603,37.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:42:08,17490,17.49,1603,1.603,37.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:42:10,17490,17.49,1603,1.603,37.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:42:12,17490,17.49,1603,1.603,37.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
14:42:14,17490,17.49,1602,1.602,37.150000000000034,0,0.0,5113,65535,1092.25,254,4.233333333333333,0,84
